node,pagerank_support,pagerank_oppose,pagerank_neutral,signed_positive,signed_negative,signed_attention,signed_net,signed_balance,support_rank,signed_net_rank,rank_shift_signed_minus_support,rank_shift_abs,net_support_minus_oppose_z,controversy_z,support_z,oppose_z,neutral_z,signed_attention_rank
Cnwb,0.0002007147017917104,4.896492745948385e-05,6.436935888163675e-05,0.0001321798731522219,2.6036912267641734e-05,0.00015821678541986362,0.00010614296088458016,0.670870417464911,1260,973,-287,287,0.794938507247499,0.254865303836563,0.524901905542031,-0.270036601705468,-0.2645965381223965,1560
Cnyborg,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coasterlover1994,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coasttocoast,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cobaltbluetony,0.00030097212848755696,0.00012061261812783539,0.0002169505079366544,0.00018556191679561045,9.911463035187279e-05,0.00028467654714748323,8.644728644373766e-05,0.303668452178295,860,1198,338,338,0.7644403092230797,1.218287015651509,0.9913636624372943,0.22692335321421464,1.4513881807399733,869
Cobi,0.002257632836196028,0.0013747398514783718,0.0009197899587597459,0.0013769923740712586,0.0007805075559352366,0.002157499930006495,0.000596484818136022,0.27647037658732454,17,17,0,0,1.1692499709703696,19.020754788513145,10.095002379741757,8.925752408771388,9.355783742679042,14
Coburnpharr04,4.621984482405386e-05,7.14548510715856e-05,0.00010948153166055262,4.0815248470315776e-05,1.0480259432617434e-05,5.129550790293321e-05,3.0334989037698343e-05,0.5913771064534817,2368,2133,-235,235,-0.07986425329006926,-0.3079499712661355,-0.19390711227810237,-0.11404285898803311,0.2427518440515082,2792
Coccyx Bloccyx,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cocoaguy,2.4286654037377036e-05,8.683498034999146e-05,6.510050048157914e-05,3.157962322764968e-05,1.4518377696409275e-05,4.609800092405896e-05,1.7061245531240404e-05,0.3701081432868814,2799,10490,7691,7691,-0.28859056436631214,-0.30331816063443906,-0.2959543625003756,-0.007363798134063483,-0.2563738459969536,2904
Cocytus,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Code Napoleon,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
CodeMonk,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Codelyoko193,2.2352285695495675e-05,8.288748519949288e-05,6.436935888163675e-05,2.801803656943175e-05,1.636362583809607e-05,4.438166240752782e-05,1.1654410731335679e-05,0.26259518231473256,2898,10769,7871,7871,-0.2702100207628185,-0.33969854494746765,-0.3049542828551431,-0.03474426209232455,-0.2645965381223965,2944
Codf1977,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coelacan,0.0006312977935545867,6.977122469744962e-05,0.00016589489092634093,0.0003492692513027918,0.00010391333880487285,0.00045318259010766466,0.00024535591249791897,0.5414063069802144,318,220,-98,98,2.6539709703907493,2.402529443478281,2.528250206934515,-0.12572076345623384,0.8771975998956977,454
Coemgenus,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coffee,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cognition,3.0729007699921616e-05,0.0008581998387183357,9.10215146634179e-05,4.9646967346141834e-05,3.9658408116095794e-05,8.930537546223763e-05,9.98855923004604e-06,0.11184723403654079,2621,10825,8204,8204,-5.608927856763915,5.076967041998041,-0.2659804073829372,5.342947449380978,0.035143582656120005,2233
Cohesion,0.00011527990409931357,4.896492745948385e-05,6.436935888163675e-05,7.7449528796931e-05,1.2572882841555938e-05,9.002241163848694e-05,6.487664595537507e-05,0.7206721612381088,1765,1495,-270,270,0.39744111333884613,-0.1426320900720899,0.1274045116333781,-0.270036601705468,-0.2645965381223965,2227
Col tom,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Colchicum,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cold Phoenix,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coldmachine,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coldplay Expert,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Colds7ream,0.0004967402539597097,5.178276000939342e-05,0.00022766912947775358,0.00030318937578215706,0.00011725883451776717,0.0004204482102999242,0.0001859305412643899,0.4422198423243554,460,406,-54,54,2.152694018003711,1.6517106979905891,1.9022023579971499,-0.25049166000656076,1.5719338109551653,513
Colin,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Colin Keigher,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Colin Kimbrell,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Colincbn,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Colipon.09,2.4726034349383384e-05,0.00020520748373721755,6.436935888163675e-05,3.534293227180046e-05,1.6194614842185507e-05,5.153754711398597e-05,1.9148317429614956e-05,0.371541109383116,2783,10368,7585,7585,-1.1075970886325408,0.5197769208397347,-0.29391008389640305,0.8136870047361378,-0.2645965381223965,2787
Collard,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Colle,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Collect,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Collectonian,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Collingwood,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Colonel Warden,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Color Printer,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ColourBurst,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ColourSarge,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Columbia,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ColumbusCrew29,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Comedy240,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cometstyles,0.00034527701006512805,0.0002791921833808595,8.913754858556761e-05,0.0002653815015618977,0.00012825907061929796,0.00039364057218119566,0.00013712243094259977,0.3483442526840991,740,694,-46,46,-0.12935848564895247,2.5243551771093595,1.1974983457302035,1.326856831379156,0.013955794908627837,570
Comic,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Comics,2.139444624519238e-05,0.00010564308736290819,6.436935888163675e-05,2.3008882504154396e-05,2.1653385673845515e-05,4.466226817799991e-05,1.3554968303088813e-06,0.030349932630080408,3013,11035,8022,8022,-0.43250303537656165,-0.18631849543839496,-0.3094107654074783,0.12309226996908333,-0.2645965381223965,2932
Commander Keane,0.00017710242283413926,4.896492745948385e-05,7.1269749260773e-05,0.00012547158687482225,2.9406966283772993e-05,0.00015487855315859524,9.606462059104926e-05,0.62025773505696,1400,1077,-323,323,0.6850790635150779,0.1450058601041419,0.4150424618096099,-0.270036601705468,-0.18699216485533512,1588
Commodore Sloat,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Communist47,2.139444624519238e-05,0.00015073207699271826,6.436935888163675e-05,2.796810951683243e-05,1.4327954403479989e-05,4.229606392031242e-05,1.364015511335244e-05,0.32249230422601666,3013,10681,7668,7668,-0.7452475501652613,0.12642601935030479,-0.3094107654074783,0.4358367847577831,-0.2645965381223965,2996
Complainer,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Complex (de),2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
CompuHacker,2.304889620480716e-05,7.058952946470103e-05,6.436935888163675e-05,2.3754559089804722e-05,2.8070970340703777e-06,2.65616561238751e-05,2.0947462055734346e-05,0.7886353907317397,2857,10242,7385,7385,-0.1816683352162316,-0.42175807405429433,-0.30171320463526297,-0.12004486941903138,-0.2645965381223965,3363
ComputerGuy,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ComputerGuy890100,2.139444624519238e-05,0.00016959158847216772,6.436935888163675e-05,3.933037206613713e-05,5.8438512912790865e-05,9.776888497892799e-05,-1.9108140846653738e-05,-0.19544194301461137,3013,11244,8231,8231,-0.8760601679510633,0.2572386371361068,-0.3094107654074783,0.5666494025435851,-0.2645965381223965,2138
Computerjoe,0.00037200176504209993,0.0005429263940121737,0.0006268538915885601,0.00027736525475874086,0.0001630813020204227,0.00044044655677916356,0.00011428395273831816,0.25947291670080924,670,892,222,222,-1.8343208931034707,4.477998935561892,1.3218390212292106,3.1561599143326813,6.061315074808796,479
Compwhizii,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Comrade Neko,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ConCompS,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ConMan,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Conce,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Condem,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ConfuciusOrnis,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Confuzion,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Congolese,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Congolese fufu,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Conker01,2.139444624519238e-05,5.9325849158373966e-05,6.436935888163675e-05,2.3159378953910454e-05,4.751843721517373e-06,2.7911222675427828e-05,1.840753523239308e-05,0.6595030051692612,3013,10412,7399,7399,-0.11123919008842545,-0.5075823407265312,-0.3094107654074783,-0.19817157531905286,-0.2645965381223965,3332
Connel MacKenzie,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ConnorJack,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Connormah,0.001393403362188741,0.00047004976560938524,0.000622364581962507,0.0008397133351718824,0.00045105181896283527,0.0012907651541347177,0.00038866151620904713,0.3011093962089422,62,61,-1,1,3.4233775390217893,8.724729236602753,6.074053387812271,2.650675848790482,6.010826618244798,60
Conrad Devonshire,2.2348850328703748e-05,0.00011596990474553,0.0002788320635809406,2.9193191221888018e-05,1.850057346627125e-05,4.769376468815927e-05,1.0692617755616767e-05,0.22419320063176684,2900,10805,7905,7905,-0.49969100969094826,-0.11024952307219685,-0.30497026638157254,0.1947207433093757,2.147331319998529,2864
Conscious,0.00022088993834831048,4.896492745948385e-05,6.436935888163675e-05,0.0001364633234566787,4.12551029650592e-05,0.0001777184264217379,9.520822049161951e-05,0.5357250928256811,1161,1086,-75,75,0.8888066285440843,0.34873342513314826,0.6187700268386163,-0.270036601705468,-0.2645965381223965,1429
Constantine,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Constantine Evans,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Consumed Crustacean,0.00017183144508537264,0.00022486844323880642,9.103794721552784e-05,0.00012154927204750931,8.942076096997077e-05,0.00021097003301748007,3.212851107753854e-05,0.15228945371059646,1420,2093,673,673,-0.5595400978245268,1.3405770930802037,0.39051849762783847,0.9500585954523653,0.03532838928844129,1215
ContagiousTruth,2.3333285941716348e-05,0.00018496029464745934,0.00016665005160446355,3.409157604815492e-05,3.658300917765245e-05,7.067458522580737e-05,-2.4914331294975325e-06,-0.03525217900518737,2837,11100,8263,8263,-0.9736392723566312,0.3728591894619873,-0.3003900414473219,0.6732492309093092,0.8856904195655568,2452
Conte Giacomo,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Conti,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
ContiE,6.313905338884543e-05,4.896492745948385e-05,6.436935888163675e-05,4.9652065983432366e-05,1.375116808471279e-05,6.340323406814516e-05,3.5900897898719574e-05,0.566231335457331,2189,2004,-185,185,0.1548484832466736,-0.3852247201642624,-0.1151881184587944,-0.270036601705468,-0.2645965381223965,2562
ContinueWithCaution,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cookiecaper,7.529911400884978e-05,0.000758989291215614,0.00046594495417464266,7.821816738986684e-05,9.869204579340404e-05,0.00017691021318327088,-2.047387840353721e-05,-0.11573033594350604,2085,11249,9164,9164,-4.7134187963222445,4.596195338758708,-0.05861172878176794,4.654807067540476,4.25167293067275,1435
Cooksey,3.869286592648959e-05,0.0001192424705268099,0.00014822366996278068,3.981429607062557e-05,2.0339846211582786e-05,6.015414228220836e-05,1.9474449859042785e-05,0.32374245762960024,2507,10340,7833,7833,-0.446347226764852,-0.011507650466848818,-0.2289274386158504,0.2174197881490016,0.6784604339684985,2620
Cool Blue,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cool Cat,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cool Hand Luke,8.65629443412706e-05,6.331561276009361e-05,7.189996555332909e-05,6.708709260539293e-05,3.1599120034983554e-05,9.868621264037648e-05,3.548797257040938e-05,0.3596041596988983,1996,2014,18,18,0.16429275418025371,-0.17670310693169802,-0.006205176375722153,-0.17049793055597587,-0.1799045165167163,2123
Cool3,0.00034915593777108884,0.0005205246460273589,0.0002391652078817944,0.0002388143511939696,0.0001606809993587279,0.0003994953505526975,7.813335183524172e-05,0.19558012809697303,727,1312,585,585,-1.7852321704064793,4.216323373609768,1.2155456016016446,3.000777772008124,1.7012230120809515,559
CoolFox,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
CoolKatt number 99999,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coolcaesar,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coolcat,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Cooldude\ 1988,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
Coolguy22468,9.249944995399565e-05,9.346726166542418e-05,6.436935888163675e-05,6.277479966714899e-05,4.6027278780156056e-05,0.00010880207844730504,1.6747520886992936e-05,0.15392647940180743,1946,10515,8569,8569,-0.017223526653956947,0.06005402596090757,0.021415249653475313,0.03863877630743226,-0.2645965381223965,2026
Coppertwig,0.0002567168977987851,0.0008393597658755083,0.0004492815148751164,0.00021414904639203655,0.0001582725732461637,0.00037242161963820024,5.5876473145872855e-05,0.15003552479084237,1018,1651,633,633,-4.426809674241472,5.997729647995509,0.7854599868770189,5.212269661118491,4.064269654588053,618
Coralmizu,2.139444624519238e-05,4.896492745948385e-05,6.436935888163675e-05,2.1273530435603147e-05,0.0,2.1273530435603147e-05,2.1273530435603147e-05,1.0,3013,2332,-681,681,-0.0393741637020103,-0.5794473671129463,-0.3094107654074783,-0.270036601705468,-0.2645965381223965,3490
CorbinSimpson,4.671923088101999e-05,0.0002199118642045526,9.610617574117185e-05,5.622331180685339e-05,5.5827730261111475e-05,0.00011205104206796486,3.9558154574191313e-07,0.003530369182126589,2364,11051,8687,8687,-1.107262611209503,0.7240953141713586,-0.19158364851907222,0.9156789626904308,0.09232758450731797,1998
